Name,URL,Image,Type,Interface,Capacity,Price / GB,Color,Price
Seagate One Touch,https://pcpartpicker.com/product/Z37G3C/seagate-one-touch-2-tb-external-hard-drive-stkg2000400,https://cdna.pcpartpicker.com/static/forever/images/product/10895745a8e42330fb2f468a79371774.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000 GB,$0.325,Black,649.99
Western Digital My Passport,https://pcpartpicker.com/product/bD6qqs/western-digital-2-tb-external-hard-drive-wdbyvg0020bwt-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/c667df2f1492ff3c98ec0fd14ce1a769.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.065,White,129.00
Samsung T7 Portable,https://pcpartpicker.com/product/3FkgXL/samsung-t7-portable-500-gb-external-ssd-mu-pc500ham,https://cdna.pcpartpicker.com/static/forever/images/product/e9e6482a988084b1908a7022537ce97f.256p.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Blue / Silver,
Asus FX HDD,https://pcpartpicker.com/product/tfH8TW/asus-fx-hdd-1-tb-external-hard-drive-ehd-a1t,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 2,1000 GB,,Black,
ADATA AHV620-2TU3-CBK,https://pcpartpicker.com/product/3w9KHx/a-data-external-hard-drive-ahv6202tu3cbk,https://cdna.pcpartpicker.com/static/forever/images/product/b79a782940e7c015517a725052259494.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/H4K7YJ/seagate-external-hard-drive-stdr2000101,https://m.media-amazon.com/images/I/41Z52zib1rL.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
LaCie Rugged,https://pcpartpicker.com/product/W87wrH/lacie-external-hard-drive-9000299,https://m.media-amazon.com/images/I/4138iOM7YaL.jpg,Portable,"Thunderbolt, USB Type-A 3.2 Gen 1",2000 GB,,,
Western Digital My Passport Slim,https://pcpartpicker.com/product/y46BD3/western-digital-external-hard-drive-wdbgmt0010balnesn,https://m.media-amazon.com/images/I/31fqLdp4UaL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Kingston XS2000,https://pcpartpicker.com/product/CxRwrH/kingston-xs2000-2-tb-external-ssd-sxs20002000g,https://cdna.pcpartpicker.com/static/forever/images/product/b97835316fe943e5bb3e249f721be27a.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,$0.175,Silver,349.99
Crucial X6,https://pcpartpicker.com/product/4fQcCJ/crucial-x6-1-tb-external-ssd-ct1000x6ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/0ad02a4971629a3620c6c04c9a55c1d0.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.145,Black,144.99
Crucial X10,https://pcpartpicker.com/product/43Nscf/crucial-x10-1-tb-external-ssd-ct1000x10ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/b8485858947a843c6f3275344ffec332.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Blue,
TEAMGROUP M200,https://pcpartpicker.com/product/k9kH99/teamgroup-m200-4-tb-external-ssd-t8fed9004t0c102,https://cdna.pcpartpicker.com/static/forever/images/product/7a3d854abb182237b0e59a3e0286ed43.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,4000 GB,$0.090,Black,359.99
TEAMGROUP PD1000,https://pcpartpicker.com/product/9rNYcf/teamgroup-pd1000-2-tb-external-ssd-t8fed6002t0c108,https://cdna.pcpartpicker.com/static/forever/images/product/cd848e72cadcabe963b21660a06ce411.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.112,Teal,224.99
Seagate One Touch,https://pcpartpicker.com/product/Zx4Ycf/seagate-one-touch-10-tb-external-hard-drive-stlc10000400,https://cdna.pcpartpicker.com/static/forever/images/product/a3ab8ad288e6f94b6bed6d8b16b20048.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,,Black,
Western Digital My Passport,https://pcpartpicker.com/product/6d3mP6/western-digital-4-tb-external-hard-drive-wdbpkj0040bbl-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/9fa6c179f31e7474c048ab5117b3d3c4.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,$0.031,Blue,124.99
SanDisk Extreme 900,https://pcpartpicker.com/product/dBjWGX/sandisk-external-hard-drive-sdssdex2960gg25,https://cdna.pcpartpicker.com/static/forever/images/product/49f596585e7a37e4c28a56026effae6a.256p.jpg,Portable,USB Type-A 3.2 Gen 2,960 GB,$0.155,,149.00
Seagate One Touch,https://pcpartpicker.com/product/TwRYcf/seagate-one-touch-8-tb-external-hard-drive-stlc8000400,https://cdna.pcpartpicker.com/static/forever/images/product/a3ab8ad288e6f94b6bed6d8b16b20048.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,8000 GB,,Black,
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/DJgrxr/sabrent-rocket-nano-v2-4-tb-external-ssd-sb-4tb-nav2,https://cdna.pcpartpicker.com/static/forever/images/product/1924408f7cb5d1d88b1f7546f64bb9a1.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,4000 GB,$0.225,Black,899.99
Seagate One Touch,https://pcpartpicker.com/product/zwddnQ/seagate-one-touch-1-tb-external-hard-drive-stkg1000400,https://cdna.pcpartpicker.com/static/forever/images/product/10895745a8e42330fb2f468a79371774.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000 GB,$0.180,Black,179.83
Western Digital My Passport,https://pcpartpicker.com/product/TRLwrH/western-digital-5-tb-external-hard-drive-wdbpkj0050bbl-wesn,https://m.media-amazon.com/images/I/4108QxYmjcL.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,$0.032,Blue,159.99
Seagate One Touch,https://pcpartpicker.com/product/PP4Ycf/seagate-one-touch-6-tb-external-hard-drive-stlc6000400,https://cdna.pcpartpicker.com/static/forever/images/product/a3ab8ad288e6f94b6bed6d8b16b20048.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,Black,
Seagate Expansion with Rescue Data Recovery Services,https://pcpartpicker.com/product/yMKnTW/seagate-expansion-amer-14-tb-external-hard-drive-stkp14000402,https://m.media-amazon.com/images/I/516nP1jdzUS.jpg,Desktop,USB Type-A 3.2 Gen 1,14000 GB,,,
SanDisk SDSSDT40-4T00-NA25,https://pcpartpicker.com/product/dNbRsY/western-digital-sandisk-desk-drive-4-tb-external-ssd-sdssdt40-4t00-na25,https://m.media-amazon.com/images/I/31-SxOBnkGL.jpg,Desktop,USB Type-C 3.2 Gen 2,4000 GB,$0.144,Black,574.30
Seagate Expansion,https://pcpartpicker.com/product/wMRgXL/seagate-expansion-10-tb-external-hard-drive-steb10000400,https://cdna.pcpartpicker.com/static/forever/images/product/3b6e021bcb0693946005405f7e075b69.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,,Black,
Western Digital ELEMENTS,https://pcpartpicker.com/product/q7YWGX/western-digital-external-hard-drive-wdbwlg0030hbknesn,https://m.media-amazon.com/images/I/31cKLKahZRL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Western Digital My Book,https://pcpartpicker.com/product/YQTmP6/western-digital-external-hard-drive-wdbfjk0040hbknesn,https://m.media-amazon.com/images/I/31G0C0TdImL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,$0.075,,299.99
Lexar SL500,https://pcpartpicker.com/product/jLRwrH/lexar-sl500-1-tb-external-ssd-lsl500x001t-rnbng,https://m.media-amazon.com/images/I/31694QqPleL.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Black,
Western Digital My Passport For Mac,https://pcpartpicker.com/product/q2JgXL/western-digital-my-passport-for-mac-1-tb-external-hard-drive-wdbfkf0010bbk-wese,https://cdna.pcpartpicker.com/static/forever/images/product/cb7f54b747644357e294c444fe2a980a.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000 GB,$0.119,Black,119.00
Seagate One Touch,https://pcpartpicker.com/product/fgGbt6/seagate-one-touch-1-tb-external-hard-drive-stkb1000400,https://cdna.pcpartpicker.com/static/forever/images/product/e77e81baf889eb08f593d855e20442cf.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Black,
Samsung T7 Shield,https://pcpartpicker.com/product/qp6p99/samsung-t7-shield-2-tb-external-ssd-mu-pe2t0kam,https://cdna.pcpartpicker.com/static/forever/images/product/0ab9c3864593a6ee333bfe94884362c1.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.200,Beige,399.99
Western Digital My Passport,https://pcpartpicker.com/product/xj3mP6/western-digital-1-tb-external-hard-drive-wdbyvg0010bwt-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/c667df2f1492ff3c98ec0fd14ce1a769.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.095,White,94.99
Western Digital My Passport,https://pcpartpicker.com/product/8vH8TW/western-digital-1-tb-external-hard-drive-wdbyvg0010brd-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/1184d2c2dd2592e03536bb63418ec822.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.095,Red,94.99
Apricorn Aegis Padlock,https://pcpartpicker.com/product/3LkwrH/apricom-external-hard-drive-a253pl256s128,https://cdna.pcpartpicker.com/static/forever/images/product/9f98ac649ce1421d6a03db47a653a641.256p.jpg,Portable,USB Type-A 3.2 Gen 1,128 GB,$3.664,,469.00
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/hxdG3C/apricorn-aegis-padlock-dt-20-tb-external-hard-drive-adt-3pl256-20tb,https://cdna.pcpartpicker.com/static/forever/images/product/458052bac4afb1692f9afd1e90bb2359.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,20000 GB,$0.051,Black,1023.99
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/XpLdnQ/apricorn-aegis-padlock-dt-18-tb-external-hard-drive-adt-3pl256-18tb,https://cdna.pcpartpicker.com/static/forever/images/product/458052bac4afb1692f9afd1e90bb2359.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,18000 GB,$0.054,Black,979.12
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HCmxFT/apricorn-aegis-padlock-dt-6-tb-external-hard-drive-adt-3pl256-6000,https://cdna.pcpartpicker.com/static/forever/images/product/0ff43b4ce92b4c5d35e5694d6be4cae0.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,$0.075,Black,448.83
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/yR9wrH/apricorn-aegis-padlock-dt-4-tb-external-hard-drive-adt-3pl256-4000,https://cdna.pcpartpicker.com/static/forever/images/product/65cdb504292a9911b50622e1177164fb.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,$0.086,Black,342.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/DXqrxr/apricorn-padlock-dt-fips-16-tb-external-hard-drive-adt-3pl256f-16tb,https://cdna.pcpartpicker.com/static/forever/images/product/77d67049192c99b48a8ace14104c1688.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,16000 GB,$0.053,Black,844.00
LaCie Porsche Design,https://pcpartpicker.com/product/88rRsY/lacie-porsche-design-1-tb-external-hard-drive-lac302000,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,Silver,
Western Digital easystore,https://pcpartpicker.com/product/Pmxbt6/western-digital-easystore-12-tb-external-hard-drive-wdbcka0120hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/9185f24c3df29b720ee9e05e9981bebf.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,12000 GB,,,
Western Digital My Book Duo,https://pcpartpicker.com/product/gn6qqs/western-digital-my-book-duo-4-tb-external-hard-drive-wdbfbe0040jbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/1cc14d5c9561655e3e61b1b5824ff4a9.256p.jpg,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000 GB,,Black,
Western Digital easystore,https://pcpartpicker.com/product/z7zkcf/western-digital-easystore-4-tb-external-hard-drive-wdbcka0040hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/152c58f4e6020be39d71037c6f49f172.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,Black,
G-Technology G-DRIVE,https://pcpartpicker.com/product/KN4NnQ/g-technology-4tb-external-hard-drive-0g02538,/static/forever/img/no-image.png,Desktop,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",4000 GB,,,
Seagate Expansion,https://pcpartpicker.com/product/nLDzK8/seagate-external-hard-drive-steb3000100,https://m.media-amazon.com/images/I/41j0Fw+yVZL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Seagate Expansion,https://pcpartpicker.com/product/zyfmP6/seagate-external-hard-drive-steb2000100,https://m.media-amazon.com/images/I/41j0Fw+yVZL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Toshiba Canvio Desk,https://pcpartpicker.com/product/84R48d/toshiba-external-hard-drive-hdwc250xk3j1,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,5000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/vwTmP6/seagate-external-hard-drive-stdu3000101,https://m.media-amazon.com/images/I/417kn4TArVL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/Hgs8TW/seagate-external-hard-drive-stdt8000100,https://m.media-amazon.com/images/I/41d6n9BKHZL.jpg,Desktop,USB Type-A 3.2 Gen 1,8000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/mTXfrH/seagate-external-hard-drive-stdt3000100,https://m.media-amazon.com/images/I/41+CJcBmO2L.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/4jX2FT/samsung-external-hard-drive-stshxd601tdb,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,,
LaCie d2,https://pcpartpicker.com/product/bMnG3C/lacie-external-hard-drive-9000493u,/static/forever/img/no-image.png,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",4000 GB,,,
LaCie 5big,https://pcpartpicker.com/product/t2tCmG/lacie-external-hard-drive-9000462u,/static/forever/img/no-image.png,Desktop,Thunderbolt,25000 GB,,,
LaCie 4big Quadra,https://pcpartpicker.com/product/ytw323/lacie-external-hard-drive-9000351u,/static/forever/img/no-image.png,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",12000 GB,,,
LaCie 4big Quadra,https://pcpartpicker.com/product/pdphP6/lacie-external-hard-drive-9000330u,/static/forever/img/no-image.png,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",16000 GB,,,
Western Digital My Book,https://pcpartpicker.com/product/Q67wrH/western-digital-external-hard-drive-wdbfjk0030hbknesn,https://m.media-amazon.com/images/I/31gG1EpYIGL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,$0.066,,197.99
Western Digital My Book,https://pcpartpicker.com/product/ZGW9TW/western-digital-external-hard-drive-wdbeks0030hbknesn,https://m.media-amazon.com/images/I/31SGSnGku9L.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/QPMFf7/buffalo-technology-external-hard-drive-hdlx30tu3,https://cdna.pcpartpicker.com/static/forever/images/product/a6e1da31c151781e35662a034970a1be.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Buffalo Technology DriveStation Combo 4,https://pcpartpicker.com/product/fRLypg/buffalo-technology-external-hard-drive-hdhs20tq,/static/forever/img/no-image.png,Desktop,"IEEE 1394A 6-Pin, IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 2.0",2000 GB,,,
Integral SlimXpress,https://pcpartpicker.com/product/Mf7MnQ/integral-slimxpress-1-tb-external-ssd-inssd1tport32slimx,https://m.media-amazon.com/images/I/31Nxg-VG+9L.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Black,
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/VfTZxr/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c302,https://m.media-amazon.com/images/I/31BhcbsK42L.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,$0.177,Black,176.99
Sabrent Rocket Pro,https://pcpartpicker.com/product/dBjBD3/sabrent-rocket-pro-256-gb-external-ssd-sb-256-pro,https://cdna.pcpartpicker.com/static/forever/images/product/845735b9f7967158c8517725bd9cb662.256p.jpg,Portable,USB Type-C 3.2 Gen 2,256 GB,,Silver,
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bHTp99/apricorn-aegis-padlock-30-8-tb-external-ssd-a253pl256s8000,https://cdna.pcpartpicker.com/static/forever/images/product/1026f395ecf6a53fa447ea0608225069.256p.jpg,Portable,USB Type-A 3.2 Gen 1,8000 GB,$0.456,Black,3649.00
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/jKQKHx/apricorn-aegis-padlock-30-512-gb-external-ssd-a25-3pl256-s512,https://cdna.pcpartpicker.com/static/forever/images/product/e3e52bb0634eb96c404764af4bfecaaa.256p.jpg,Portable,USB Type-A 3.2 Gen 1,512 GB,$0.482,Black,246.94
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/2fcgXL/apricorn-aegis-padlock-30-1-tb-external-hard-drive-a25-3pl256-1000,https://cdna.pcpartpicker.com/static/forever/images/product/619bf66b9a9b36738c6e06125c8d0f87.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.194,Black,193.99
Apricorn Aegis Fortress,https://pcpartpicker.com/product/VR9wrH/apricorn-aegis-fortress-256-gb-external-ssd-a25-3pl256-s256f,https://cdna.pcpartpicker.com/static/forever/images/product/303009cfea062dc25288a71840c4eac4.256p.jpg,Portable,USB Type-A 3.2 Gen 1,256 GB,$0.742,Black,189.99
Apricorn NVX,https://pcpartpicker.com/product/9PdG3C/apricorn-nvx-1-tb-external-ssd-anvx-1tb,https://cdna.pcpartpicker.com/static/forever/images/product/a7679639c1a1de0cb7ca87a8b766fa2c.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.458,Black,457.99
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/dg8bt6/apricorn-aegis-fortress-l3-1-tb-external-ssd-afl3s1tb,https://cdna.pcpartpicker.com/static/forever/images/product/6f85911d66b387874e4d15cd1e055d89.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000 GB,$0.494,Black,493.99
Silicon Power Bolt B75,https://pcpartpicker.com/product/bdvD4D/silicon-power-bolt-b75-120-gb-external-ssd-sp120gbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,120 GB,,Silver,
Silicon Power PC60,https://pcpartpicker.com/product/qWyH99/silicon-power-pc60-240-gb-external-ssd-sp240gbpsdpc60ck,https://cdna.pcpartpicker.com/static/forever/images/product/267824bbd9db6990a25e2f53b8ce5ff7.256p.jpg,Portable,USB Type-C 3.2 Gen 2,240 GB,,Black,
Seagate Expansion,https://pcpartpicker.com/product/C2jRsY/seagate-expansion-2-tb-external-ssd-stlh2000400,https://cdna.pcpartpicker.com/static/forever/images/product/ed9a15a24853a002fc54cc5cbc922e54.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Black,
Seagate One Touch,https://pcpartpicker.com/product/pYkWGX/seagate-one-touch-5-tb-external-hard-drive-stkc5000403,https://cdna.pcpartpicker.com/static/forever/images/product/09801fa95af8f4702046e9939833ac26.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Red,
Seagate One Touch,https://pcpartpicker.com/product/v7QcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000404,https://cdna.pcpartpicker.com/static/forever/images/product/fb65164b15ff10743c13842f27420e34.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,,Gray,
Seagate One Touch,https://pcpartpicker.com/product/LXD7YJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000403,https://cdna.pcpartpicker.com/static/forever/images/product/c2f72b13e02526a18792726c0d6235cf.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Red,
Samsung T3 Portable,https://pcpartpicker.com/product/cTKKHx/samsung-t3-portable-250-gb-external-ssd-mu-pt250bam,https://cdna.pcpartpicker.com/static/forever/images/product/81411a4250ad0fcd2232126991f9ea6a.256p.jpg,Portable,USB Type-C 3.2 Gen 1,250 GB,,,
Samsung T7 Portable,https://pcpartpicker.com/product/mkYmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500sww,https://cdna.pcpartpicker.com/static/forever/images/product/5480b752e1153056d16f47c4552befda.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Silver,
Samsung T7 Portable,https://pcpartpicker.com/product/bhfnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0kww,https://cdna.pcpartpicker.com/static/forever/images/product/053304286e7e4357258d2a1a33a256bd.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Black,
Western Digital My Passport Ultra,https://pcpartpicker.com/product/4RRYcf/western-digital-my-passport-ultra-3-tb-external-hard-drive-wdbbkd0030bwt-nesn,https://m.media-amazon.com/images/I/219HFTe5F6L.jpg,Portable,USB Type-A 3.2 Gen 2,3000 GB,,White,
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/H3stt6/sandisk-g-drive-armorlock-4-tb-external-ssd-sdps41a-004t-gbanb,https://cdna.pcpartpicker.com/static/forever/images/product/283aa7c0cc9c6ff261b57cc8c4af51fe.256p.jpg,Portable,USB Type-C 3.2 Gen 1,4000 GB,,Black / Yellow,
Apacer AS722,https://pcpartpicker.com/product/Yw6p99/apacer-as722-512-gb-external-ssd-ap512gas722b-1,https://cdna.pcpartpicker.com/static/forever/images/product/8213ae37318a82ef6af3805667d3b570.256p.jpg,Portable,USB Type-C 3.2 Gen 1,512 GB,,Black,
Seagate Game Drive Xbox GamePass Edition,https://pcpartpicker.com/product/2DGnTW/seagate-game-drive-xbox-gamepass-edition-4-tb-external-hard-drive-stea4000407,https://cdna.pcpartpicker.com/static/forever/images/product/b595e32b18fc9661bc5c59f35f98d53d.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,,White,
Samsung T7 Portable,https://pcpartpicker.com/product/7hpmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500tam,https://cdna.pcpartpicker.com/static/forever/images/product/f97f4008dfb101fef3fc59082d1023c1.256p.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Black / Silver,
Western Digital G-DRIVE ev RaW,https://pcpartpicker.com/product/9qNgXL/western-digital-g-drive-ev-raw-2-tb-external-hard-drive-0g10199-1,https://cdna.pcpartpicker.com/static/forever/images/product/ffeb13f9aa93b6ce54c2db130fbb08b9.256p.jpg,Portable,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",2000 GB,,Silver,
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/sMRzK8/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000402,https://cdna.pcpartpicker.com/static/forever/images/product/cecb830aa9059f213f2e68e99ad42199.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,White,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/3mw7YJ/apricom-aegis-padlock-dt-14-tb-external-hard-drive-adt-3pl256f-14tb,https://cdna.pcpartpicker.com/static/forever/images/product/b61d5969e321acadfd0f4437a86d2c5f.256p.jpg,Portable,USB Type-A 3.2 Gen 1,14000 GB,,Black,
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/W2PKHx/buffalo-technology-americas-ministation-1-tb-external-hard-drive-hd-pcf10u3bd,https://cdna.pcpartpicker.com/static/forever/images/product/fa662133ab183642e9af20bcd3096436.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Black,
Seagate Backup Plus Portable,https://pcpartpicker.com/product/VbndnQ/seagate-5-tb-external-hard-drive-stdr5000101,https://cdna.pcpartpicker.com/static/forever/images/product/0b9d0a89470111c7b1440f7a3d81f1a3.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Silver,
Apricorn Padlock SSD,https://pcpartpicker.com/product/KLs8TW/apricorn-padlock-ssd-240-gb-external-ssd-assd-3pl256-240f,https://cdna.pcpartpicker.com/static/forever/images/product/5d0fd9fa851a33d071962f6be47bc873.256p.jpg,Portable,USB Type-A 3.2 Gen 1,240 GB,$0.917,Black,219.99
Samsung T1,https://pcpartpicker.com/product/H6hj4D/samsung-external-hard-drive-mups1t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/fe42042506a349f0de6dc5bd5ab54973.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Transcend StoreJet,https://pcpartpicker.com/product/XRfp99/transcend-external-hard-drive-ts1tsj25h3b,https://cdna.pcpartpicker.com/static/forever/images/product/6956bb469c3caa80f77be62fd8d4f067.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Lenovo ThinkPad,https://pcpartpicker.com/product/PVh9TW/lenovo-external-hard-drive-0a65621,https://cdna.pcpartpicker.com/static/forever/images/product/9929dda355e3a9cda6b766cc389b9192.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Lenovo ThinkPad,https://pcpartpicker.com/product/mqxfrH/lenovo-external-hard-drive-0a65616,https://m.media-amazon.com/images/I/41T0zH-5fuL.jpg,Portable,USB Type-A 3.2 Gen 1,750 GB,,,
Toshiba Canvio Slim II,https://pcpartpicker.com/product/rY4gXL/toshiba-external-hard-drive-hdtd210xs3e1,https://m.media-amazon.com/images/I/31Fx7T5ZZTL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.116,,115.90
Toshiba Canvio Connect,https://pcpartpicker.com/product/CNfp99/toshiba-external-hard-drive-hdtc720xl3c1,https://m.media-amazon.com/images/I/31Zk8TT+QVL.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Transcend StoreJet,https://pcpartpicker.com/product/WqK7YJ/transcend-external-hard-drive-ts500gsj25a2k,https://images-na.ssl-images-amazon.com/images/I/31WabkXBnxL.jpg,Portable,USB Type-A 2.0,500 GB,,,
Transcend StoreJet,https://pcpartpicker.com/product/7DDwrH/transcend-external-hard-drive-ts500gsj25m3,https://cdna.pcpartpicker.com/static/forever/images/product/66cbb3f4e60bae308712d929a516a2e3.256p.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Axiom Mobile-D,https://pcpartpicker.com/product/sW2kcf/axiom-external-hard-drive-usb3hd255750ax,https://cdna.pcpartpicker.com/static/forever/images/product/a39ebff641d8bda1e7a79db24cb4d7c5.256p.jpg,Portable,USB Type-A 3.2 Gen 1,750 GB,,,
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/cPMFf7/apricorn-aegis-padlock-30-500-gb-external-hard-drive-a25-3pl256-500,https://cdna.pcpartpicker.com/static/forever/images/product/b716dd94806d1123cc1350a5cd732261.256p.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,$0.308,Black,153.88
