Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-3600C16D-32GTRS ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-3600C18D-32GTRG ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gold ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-3600C16D-16GTRGC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gold ,8.889 ns ,16 ,1.35 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-3600C14Q-32GTRSB ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-3600C14D-16GTRSB ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Kingston HX432S20IB/16 16 GB,Kingston ,HX432S20IB/16 ,DDR4-3200 ,260-pin SODIMM (DDR4) ,1 x 16GB ,,Black ,12.5 ns ,20 ,1.2 V ,,Non-ECC / Unbuffered ,No 
OLOy WarHawk RGB 32 GB,OLOy ,MD4U163016DEDA ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gold / Black ,10.667 ns ,16 ,1.2 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 16 GB,OLOy ,MD4U083216BDDA ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Blue / White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 16 GB,OLOy ,MD4U083618BDDA ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Blue / White ,10 ns ,18 ,1.35 V ,18-20-20-40 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Predator RGB 32 GB,Kingston ,HX430C15PB3AK2/32 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Predator RGB 16 GB,Kingston ,HX430C15PB3A/16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Predator RGB 16 GB,Kingston ,HX430C15PB3AK2/16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Dark Za 32 GB,TEAMGROUP ,TDZAD432G3200HC16CDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 16 GB,G.Skill ,F4-4000C18D-16GTRG ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gold ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4000C18Q-32GTRG ,DDR4-4000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Gold ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4000C18Q-32GTRS ,DDR4-4000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine 16 GB,Silicon Power , SP016GXLZU266BDA | FBA-SP016GXLZU266BDA | ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Blue ,12.003 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine 16 GB,Silicon Power ,SP016GXLZU360BDA ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Blue ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine 16 GB,Silicon Power ,SP016GXLZU413BDA ,DDR4-4133 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Blue ,9.194 ns ,19 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 128 GB,Corsair ,CMW128GX4M4A2666C16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 256 GB,G.Skill ,F4-2666C18Q2-256GVK ,DDR4-2666 ,288-pin DIMM (DDR4) ,8 x 32GB ,,Black ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
Thermaltake TOUGHRAM RGB 16 GB,Thermaltake ,R009D408GX2-3000C16B ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Thermaltake TOUGHRAM RGB 16 GB,Thermaltake ,R022D408GX2-4000C19A ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Silver ,9.5 ns ,19 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 128 GB,Corsair ,CMW128GX4M4D3000C16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix 16 GB,Crucial ,BL2K8G30C15U4BL ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,15 ,1.35 V ,15-16-16-35 ,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix RGB 32 GB,Crucial ,BL2K16G30C15U4WL ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,White ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 128 GB,G.Skill ,F4-3200C16Q-128GTRS ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Silver ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-2666C18D-64GTRG ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gold ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4000C15Q-32GTRS ,DDR4-4000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Silver ,7.5 ns ,15 ,1.5 V ,15-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 64 GB,G.Skill ,F4-2666C18D-64GTZN ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black / Silver ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 256 GB,G.Skill ,F4-2666C18Q2-256GTZN ,DDR4-2666 ,288-pin DIMM (DDR4) ,8 x 32GB ,,Black / Silver ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 32 GB,Corsair ,CMT32GX4M2Z3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 64 GB,Corsair ,CMW64GX4M2D3000C16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
GeIL GeIL EVO POTENZA 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model GPR416GB3600C18ADC 16 GB,GeIL ,GPR416GB3600C18ADC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,10 ns ,18 ,1.35 V ,18-20-20-40 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 32 GB,OLOy ,MD4U083016BEQA ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Silver ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 64 GB,OLOy ,MD4U163216BCQA ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red / Silver ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 64 GB,OLOy ,MD4U163216BEQA ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 32 GB,OLOy ,MD4U1640190DE0DA ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Silver ,9.5 ns ,19 ,1.35 V ,19-23-23-43 ,Non-ECC / Unbuffered ,Yes 
OLOy MD4U083016BHDA 16 GB,OLOy ,MD4U083016BHDA ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
PNY Performance 16 GB,PNY ,MN16GSD42666 ,DDR4-2666 ,260-pin SODIMM (DDR4) ,1 x 16GB ,,Black ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Crucial CT16G4RFD8266-2G6E1 16 GB,Crucial ,CT16G4RFD8266-2G6E1 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Green / Black ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,No 
ADATA XPG GAMMIX D10 16 GB,ADATA ,AX4U360038G18A-DR10 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red / Black ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO SPEAR 16 GB,GeIL ,GSB416GB3200C16ADC ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-3600C18D-64GTRG ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gold ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 64 GB,Kingston ,HX426C16FB3K2/64 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black / Silver ,12.003 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
OLOy MD4U3230161DHMQA 128 GB,OLOy ,MD4U3230161DHMQA ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Multicolor ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Xtreem ARGB 16 GB,TEAMGROUP ,TF10D416G3600HC14CDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
ADATA XPG SPECTRIX D50 32 GB,ADATA ,AX4U3200716G16A-DT50 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 64 GB,Corsair ,CMT64GX4M4C3200C16W ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,,White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 128 GB,Corsair ,CMK128GX4M4D3000C16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-4266C16D-16GTRS ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver ,7.501 ns ,16 ,1.45 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-4000C18D-64GTRG ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gold ,9 ns ,18 ,1.4 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 16 GB,G.Skill ,F4-4400C16D-16GTZR ,DDR4-4400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,7.273 ns ,16 ,1.5 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4266C17D-32GTRSB ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,7.97 ns ,17 ,1.5 V ,17-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine RGB 16 GB,Silicon Power ,SP016GXLZU320BDBAP ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
OLOy MD4U1630160DHKQA 64 GB,OLOy ,MD4U1630160DHKQA ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Silicon Power SU016GBLFU266BD2J5 16 GB,Silicon Power , SU016GBLFU266BD2J5 | SP016GBLFU266BD2J5 | ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-3600C14Q-64GTRG ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Gold ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 16 GB,Neo Forza ,NMUD480E81-3200DB20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
V-Color SKYWALKER PLUS 32 GB,V-Color ,TO416G32D816DSPSXK ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 16 GB,G.Skill ,F4-4400C17D-16GTZR ,DDR4-4400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,7.727 ns ,17 ,1.5 V ,17-18-18-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 128 GB,G.Skill ,F4-3600C16Q-128GTRG ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Gold ,8.889 ns ,16 ,1.45 V ,16-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-3200C14D-64GTRG ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gold ,8.75 ns ,14 ,1.45 V ,14-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 64 GB,Kingston ,HX434C17FB3K2/64 ,DDR4-3466 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black ,9.81 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 64 GB,Kingston ,HX426C16FB4K4/64 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,12.003 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Apacer AU 8 GB,Apacer ,AU08GGB24CEYBGH ,DDR4-2400 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,14.167 ns ,17 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Apacer AU 8 GB,Apacer ,AU08GGB13CDTBGH ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Neo Forza MARS 16 GB,Neo Forza ,NMGD480E82-3200DF20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray / Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 64 GB,Neo Forza ,NMUD432F82-3000DG20 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Silver / Black ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 32 GB,Neo Forza ,NMUD416E82-3000DG20 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,10 ns ,15 ,1.35 V ,15-17-17-35 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 32 GB,Neo Forza ,NMUD416E82-3600DG20 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,10 ns ,18 ,1.35 V ,18-19-19-39 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 32 GB,Neo Forza ,NMUD416E82-4000FG20 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Silver ,9.5 ns ,19 ,1.4 V ,19-23-23-46 ,Non-ECC / Unbuffered ,Yes 
Neo Forza FAYE 16 GB,Neo Forza ,NMUD480E82-4000FG20 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,9.5 ns ,19 ,1.4 V ,19-23-23-46 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Zeus 64 GB,TEAMGROUP ,TTZD464G3200HC20DC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Red ,12.5 ns ,20 ,1.2 V ,20-22-22-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 16 GB,G.Skill ,F4-4000C16D-16GTZNA ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,8 ns ,16 ,1.4 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal Elite 32 GB,G.Skill ,F4-4000C14D-32GTEG ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gold / Black ,7 ns ,14 ,1.55 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine RGB 32 GB,Silicon Power ,SP032GXLZU320BDBAP ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
OLOy Blade RGB 32 GB,OLOy ,ND4U1636163BRADE ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB RS 128 GB,Corsair ,CMG128GX4M4E3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black / Gray ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Xtreem ARGB 64 GB,TEAMGROUP ,TF10D464G3600HC18JDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Xtreem ARGB 16 GB,TEAMGROUP ,TF13D416G4000HC18JDC01 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Xtreem ARGB 32 GB,TEAMGROUP ,TF10D432G3200HC14BDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
OLOy Blade RGB 32 GB,OLOy ,ND5U1648400BRKDE ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black / Silver ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 32 GB,G.Skill ,F5-6000U4040E16GX2-TZ5S ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Silver / Black ,13.333 ns ,40 ,1.3 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan 32 GB,TEAMGROUP ,FLBD532G5200HC38DC01 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black / Silver ,14.615 ns ,38 ,1.2 V ,38-38-38-84 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 32 GB,Acer ,BL.9BWWR.280 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 16 GB,Acer ,BL.9BWWR.229 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,8.5 ns ,17 ,1.35 V ,17-17-17-37 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 32 GB,Acer ,BL.9BWWR.238 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 32 GB,Acer ,BL.9BWWR.240 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver / Black ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 64 GB,Acer ,BL.9BWWR.249 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Silver / Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Apollo RGB 64 GB,Acer ,BL.9BWWR.251 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Silver / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 16 GB,Acer ,BL.9BWWR.215 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 8 GB,Acer ,BL.9BWWR.201 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 8GB ,,White / Black ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 8 GB,Acer ,BL.9BWWR.203 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,White / Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 16 GB,Acer ,BL.9BWWR.209 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Black ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 16 GB,Acer ,BL.9BWWR.210 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 16GB ,,White / Black ,10.667 ns ,16 ,1.35 V ,16-20-20-36 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 16 GB,Acer ,BL.9BWWR.269 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Black ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 32 GB,Acer ,BL.9BWWR.221 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 32GB ,,White / Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Acer Predator Talos 32 GB,Acer ,BL.9BWWR.288 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,White / Black ,8.889 ns ,16 ,1.35 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
OLOy Blade RGB 16 GB,OLOy ,ND5U0848400BRKDE ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Black ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal Elite 64 GB,G.Skill ,F4-4266C19D-64GTEG ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gold ,8.908 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal Elite 16 GB,G.Skill ,F4-5066C20D-16GTES ,DDR4-5066 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver ,7.896 ns ,20 ,1.55 V ,20-30-30-50 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-3600C14D-16GTRSA ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver ,7.778 ns ,14 ,1.45 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4600C20D-32GTRG ,DDR4-4600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gold ,8.696 ns ,20 ,1.55 V ,20-30-30-50 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4600C20D-32GTRS ,DDR4-4600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.696 ns ,20 ,1.55 V ,20-30-30-50 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4266C19D-32GTRS ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.908 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-4266C19D-16GTRGC ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gold ,8.908 ns ,19 ,1.4 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
