Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
AMD Threadripper 2950X,https://pcpartpicker.com/product/Hpprxr/amd-threadripper-2950x-35ghz-16-core-oemtray-processor-yd295xa8ugaaf,https://cdna.pcpartpicker.com/static/forever/images/product/a66f4fb5594ee584812d9bbd2ce47a9b.256p.jpg,16,3.5 GHz,4.4 GHz,Zen+,180 W,None,
Intel Core i5-9400,https://pcpartpicker.com/product/VwrYcf/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403875505,https://cdna.pcpartpicker.com/static/forever/images/product/a289a7b9f1db29fdb4364c09d7d012f8.256p.jpg,6,2.9 GHz,4.1 GHz,Coffee Lake Refresh,65 W,Intel UHD Graphics 630,
Intel Core i5-9400T,https://pcpartpicker.com/product/8rxbt6/intel-core-i5-9400t-18-ghz-6-core-oemtray-processor-cm8068403358915,https://cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,6,1.8 GHz,3.4 GHz,Coffee Lake Refresh,35 W,Intel UHD Graphics 630,
AMD A8-7680,https://pcpartpicker.com/product/Y8VD4D/amd-a8-7680-35-ghz-quad-core-processor-ad7680acabbox,https://cdna.pcpartpicker.com/static/forever/images/product/6b7886562440b9a107f6c1b68f47d41b.256p.jpg,4,3.5 GHz,3.8 GHz,Puma+,65 W,Radeon R7 (on-die),
AMD Athlon II X4 620,https://pcpartpicker.com/product/kMH323/amd-cpu-adx620wfgibox,https://m.media-amazon.com/images/I/41pYI36GQWL.jpg,4,2.6 GHz,,K10,95 W,None,
AMD Phenom II X4 965 Black,https://pcpartpicker.com/product/Rd7wrH/amd-cpu-hdz965fbgmbox,/static/forever/img/no-image.png,4,3.4 GHz,,K10,125 W,None,
AMD A8-5600K,https://pcpartpicker.com/product/wMsKHx/amd-cpu-ad560kwohjbox,/static/forever/img/no-image.png,4,3.6 GHz,,Piledriver,100 W,Radeon HD 7560D,
Intel Xeon E3-1225 V3,https://pcpartpicker.com/product/PHXfrH/intel-cpu-bx80646e31225v3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,4,3.2 GHz,3.6 GHz,Haswell,84 W,Intel HD Graphics P4600,
Intel Core i5-4690K,https://pcpartpicker.com/product/BQ8Zxr/intel-cpu-cm8064601710803,/static/forever/img/no-image.png,4,3.5 GHz,3.9 GHz,Haswell Refresh,88 W,Intel HD Graphics 4600,
AMD FX-8320,https://pcpartpicker.com/product/s8h9TW/amd-cpu-fd8320frw8khk,/static/forever/img/no-image.png,8,3.5 GHz,,Piledriver,125 W,None,
Intel Core i7-4770T,https://pcpartpicker.com/product/tycMnQ/intel-cpu-cm8064601465902,/static/forever/img/no-image.png,4,2.5 GHz,,Haswell,45 W,Intel HD Graphics 4600,
Intel Core i7-3770T,https://pcpartpicker.com/product/KCphP6/intel-cpu-cm8063701212200,/static/forever/img/no-image.png,4,2.5 GHz,3.7 GHz,Ivy Bridge,45 W,Intel HD Graphics 4000,
Intel Xeon E3-1270 V5,https://pcpartpicker.com/product/nZZ2FT/intel-cpu-cm8066201921712,https://m.media-amazon.com/images/I/51niI34PUXL.jpg,4,3.6 GHz,4 GHz,Skylake,80 W,None,
Intel Xeon E5-2650L V4,https://pcpartpicker.com/product/MLs8TW/intel-xeon-e5-2650l-v4-17ghz-14-core-oemtray-processor-cm8066002033006,/static/forever/img/no-image.png,14,1.7 GHz,2.5 GHz,Broadwell,65 W,None,
Intel Core i9-9900X,https://pcpartpicker.com/product/qNCD4D/intel-core-i9-9900x-35-ghz-10-core-processor-bx80673i99900x,https://cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,10,3.5 GHz,4.4 GHz,Skylake,165 W,None,
Intel Core i7-9800X,https://pcpartpicker.com/product/92yV3C/intel-core-i7-9800x-38-ghz-8-core-oemtray-processor-cd8067304126100,https://cdna.pcpartpicker.com/static/forever/images/product/876ed5cb8495b244ed3a4264e9e7d423.256p.jpg,8,3.8 GHz,4.5 GHz,Skylake,165 W,None,
Intel Core i9-9900,https://pcpartpicker.com/product/nLrYcf/intel-core-i9-9900-31-ghz-8-core-oemtray-processor-cm8068403874032,https://cdna.pcpartpicker.com/static/forever/images/product/be073c17d30b2bbd45d9c4fb8be86dd9.256p.jpg,8,3.1 GHz,5 GHz,Coffee Lake Refresh,65 W,Intel UHD Graphics 630,
Intel Core i5-9600,https://pcpartpicker.com/product/2mPgXL/intel-core-i5-9600-31-ghz-6-core-oemtray-processor-cm8068403358610,https://cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,6,3.1 GHz,4.6 GHz,Coffee Lake Refresh,65 W,Intel UHD Graphics 630,
Intel Pentium Gold G6605,https://pcpartpicker.com/product/tNPQzy/intel-pentium-gold-g6605-43-ghz-dual-core-processor-bx80701g6605,https://cdna.pcpartpicker.com/static/forever/images/product/237702d691e3004dfd1b5c6c752db1af.256p.jpg,2,4.3 GHz,,Comet Lake,58 W,Intel UHD Graphics 630,
Intel Core i9-10900K,https://pcpartpicker.com/product/L3qBD3/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900ka,/static/forever/img/no-image.png,10,3.7 GHz,5.3 GHz,Comet Lake,125 W,Intel UHD Graphics 630,
Intel Xeon E5-2620 V3,https://pcpartpicker.com/product/QNnG3C/intel-cpu-cm8064401831400,https://cdna.pcpartpicker.com/static/forever/images/product/644c341041d9cc7e3bb67239fbcebba6.256p.jpg,6,2.4 GHz,3.2 GHz,Haswell,85 W,None,149.94
Intel Xeon E-2174G,https://pcpartpicker.com/product/G7x2FT/intel-xeon-e-2174g-38-thz-quad-core-oemtray-processor-cm8068403654221,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,4,3.8 GHz,4.7 GHz,Coffee Lake,71 W,Intel HD Graphics P630,649.95
AMD EPYC 4344P,https://pcpartpicker.com/product/JZhv6h/amd-epyc-4344p-38-ghz-8-core-processor-100-100001479wof,https://cdna.pcpartpicker.com/static/forever/images/product/bd024a4feb6bc64debca06eba27ce0c7.256p.jpg,8,3.8 GHz,5.3 GHz,Zen 4,65 W,Radeon,
Intel Xeon E5-2620 V3,https://pcpartpicker.com/product/fdnG3C/intel-cpu-bx80644e52620v3,https://m.media-amazon.com/images/I/51vdDe8NA9L.jpg,6,2.4 GHz,3.2 GHz,Haswell,85 W,None,
Intel Xeon E5-1660 V3,https://pcpartpicker.com/product/DjZ2FT/intel-cpu-cm8064401909200,https://m.media-amazon.com/images/I/51RRp6gKSyL.jpg,8,3 GHz,3.5 GHz,Haswell,140 W,None,198.95
Intel Xeon E3-1220 V6,https://pcpartpicker.com/product/JXx9TW/intel-xeon-e3-1220-v6-30ghz-quad-core-processor-bx80677e31220v6,https://cdna.pcpartpicker.com/static/forever/images/product/527689a6c15ca46365a5c1fa0804c613.256p.jpg,4,3 GHz,3.5 GHz,Kaby Lake,72 W,None,189.95
Intel Core i9-9940X,https://pcpartpicker.com/product/Hpc48d/intel-core-i9-9940x-33-ghz-14-core-oemtray-processor-cd8067304175600,https://cdna.pcpartpicker.com/static/forever/images/product/50776c69f9128aa5d614c1abbdd6eab5.256p.jpg,14,3.3 GHz,4.4 GHz,Skylake,165 W,None,998.95
AMD Phenom II X4 945,https://pcpartpicker.com/product/fbYXsY/amd-cpu-hdx945fbgibox,https://m.media-amazon.com/images/I/41NRmf2LdgL.jpg,4,3 GHz,,K10,125 W,None,
Intel Pentium E2160,https://pcpartpicker.com/product/6wbp99/intel-cpu-bx80557e2160,https://m.media-amazon.com/images/I/517qgFh9OkL.jpg,2,1.8 GHz,,Core,65 W,None,49.00
Intel Pentium E5400,https://pcpartpicker.com/product/KjMFf7/intel-cpu-bx80571e5400,/static/forever/img/no-image.png,2,2.7 GHz,,Wolfdale,65 W,None,49.00
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/FvGkcf/intel-cpu-bx80570e8500,https://images-na.ssl-images-amazon.com/images/I/51pVI%2BcdnNL.jpg,2,3.16 GHz,,Wolfdale,65 W,None,
AMD Phenom II X4 955,https://pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm,https://cdna.pcpartpicker.com/static/forever/images/product/fb7d5b0c9f096ff23c67cff86bceba0e.med.256p.jpg,4,3.2 GHz,,K10,125 W,None,
Intel Core i3-2125,https://pcpartpicker.com/product/HtGkcf/intel-cpu-bx80623i32125,https://images-na.ssl-images-amazon.com/images/I/51-6mwSNpvL.jpg,2,3.3 GHz,,Sandy Bridge,65 W,Intel HD Graphics 3000,152.00
AMD A6-3670K,https://pcpartpicker.com/product/QG8Zxr/amd-cpu-ad3670wngxbox,https://images-fe.ssl-images-amazon.com/images/I/416tKCpvcUL.jpg,4,2.7 GHz,,Lynx,100 W,Radeon HD 6530D,
AMD FX-4130,https://pcpartpicker.com/product/6bbp99/amd-cpu-fd4130frgubox,https://images-na.ssl-images-amazon.com/images/I/51DkEIGpOgL.jpg,4,3.8 GHz,,Bulldozer,125 W,None,
Intel Core i3-4330,https://pcpartpicker.com/product/qMLypg/intel-cpu-bx80646i34330,https://cdna.pcpartpicker.com/static/forever/images/product/6f2d6549675bef642a64f73eba890bd4.256p.jpg,2,3.5 GHz,,Haswell,54 W,Intel HD Graphics 4600,
Intel Xeon E5-2640 V2,https://pcpartpicker.com/product/bqTmP6/intel-cpu-bx80635e52640v2,https://cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,8,2 GHz,2.5 GHz,Ivy Bridge,95 W,None,
Intel Core i3-4370,https://pcpartpicker.com/product/tLW9TW/intel-cpu-bx80646i34370,https://m.media-amazon.com/images/I/51A8mXgGXDL.jpg,2,3.8 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4600,
Intel Xeon E3-1276 V3,https://pcpartpicker.com/product/XQ8Zxr/intel-cpu-bx80646e31276v3,https://m.media-amazon.com/images/I/51IO3YbkNpL.jpg,4,3.6 GHz,4 GHz,Haswell Refresh,84 W,Intel HD Graphics P4600,
Intel Xeon E5-2643 V3,https://pcpartpicker.com/product/h8Trxr/intel-xeon-e5-2643-v3-34-ghz-6-core-oemtray-processor-cm8064401724501,https://m.media-amazon.com/images/I/51u2F5EpIpL.jpg,6,3.4 GHz,3.7 GHz,Haswell,135 W,None,229.95
Intel Xeon E3-1230 V2,https://pcpartpicker.com/product/DKFPxr/intel-cpu-cm8063701098101,/static/forever/img/no-image.png,4,3.3 GHz,,Ivy Bridge,69 W,None,189.95
Intel Core i5-6400T,https://pcpartpicker.com/product/mn7CmG/intel-cpu-cm8066201920000,https://cdna.pcpartpicker.com/static/forever/images/product/027de953813aee57e61b9d7a184656ea.256p.jpg,4,2.2 GHz,2.8 GHz,Skylake,35 W,Intel HD Graphics 530,
Intel Pentium G4500,https://pcpartpicker.com/product/TXvZxr/intel-cpu-bx80662g4500,https://m.media-amazon.com/images/I/51mL-9Qzc8L.jpg,2,3.5 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Xeon E3-1240 V5,https://pcpartpicker.com/product/zDcMnQ/intel-cpu-bx80662e31240v5,https://cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,4,3.5 GHz,3.9 GHz,Skylake,80 W,None,
Intel Celeron G3950,https://pcpartpicker.com/product/ZPL7YJ/intel-celeron-g3950-30ghz-dual-core-processor-bx80677g3950,https://cdna.pcpartpicker.com/static/forever/images/product/e33e41fbf747b90cbdeb7457b9dde058.256p.jpg,2,3 GHz,,Kaby Lake,51 W,Intel HD Graphics 610,
AMD Threadripper 2920X,https://pcpartpicker.com/product/h2ndnQ/amd-threadripper-2920x-35ghz-12-core-oemtray-processor-yd292xa8uc9af,https://cdna.pcpartpicker.com/static/forever/images/product/29e90ad73f7c36800dac9c44a7e51a9e.256p.jpg,12,3.5 GHz,4.3 GHz,Zen+,180 W,None,
AMD Threadripper 2970WX,https://pcpartpicker.com/product/tksmP6/amd-threadripper-2970wx-3ghz-24-core-oemtray-processor-yd297xazuhcaf,https://cdna.pcpartpicker.com/static/forever/images/product/25622925b568c0fbb39f61b0383c39b4.256p.jpg,24,3 GHz,4.2 GHz,Zen+,250 W,None,
Intel Core i3-9350K,https://pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,https://cdna.pcpartpicker.com/static/forever/images/product/f50b7e267212207b24b39b85ec8e5b47.256p.jpg,4,4 GHz,4.6 GHz,Coffee Lake Refresh,91 W,Intel HD Graphics 630,
Intel Core 2 Duo E6400,https://pcpartpicker.com/product/m9H323/intel-cpu-hh80557ph0462m,https://cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,2,2.13 GHz,,Core,65 W,None,129.94
Intel Xeon E3-1230 V6,https://pcpartpicker.com/product/pncMnQ/intel-xeon-e3-1230-v6-35ghz-quad-core-oemtray-processor-cm8067702870650,https://m.media-amazon.com/images/I/41DCChaz-mL.jpg,4,3.5 GHz,3.9 GHz,Kaby Lake,72 W,None,449.95
AMD Phenom II X2 550,https://pcpartpicker.com/product/ms7wrH/amd-cpu-hdx550wfgmbox,https://m.media-amazon.com/images/I/41qQ83d1AaL.jpg,2,3.1 GHz,,K10,80 W,None,
Intel Core 2 Duo E6550,https://pcpartpicker.com/product/69H323/intel-cpu-hh80557pj0534mg,https://cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,2,2.33 GHz,,Core,65 W,None,89.95
Intel Pentium E6800,https://pcpartpicker.com/product/LVzv6h/intel-cpu-bx80571e6800,https://m.media-amazon.com/images/I/41ND+OuTN0L.jpg,2,3.333 GHz,,Wolfdale,65 W,None,
AMD Athlon II X3 460,https://pcpartpicker.com/product/wJ3RsY/amd-cpu-adx460wfgmbox,https://m.media-amazon.com/images/I/31h5e1QUS2L.jpg,3,3.4 GHz,,K10,95 W,None,
AMD A8-3850,https://pcpartpicker.com/product/fzV48d/amd-cpu-ad3850wngxbox,https://images-na.ssl-images-amazon.com/images/I/41H5TmTuwtL.jpg,4,2.9 GHz,,Lynx,100 W,Radeon HD 6550D,
Intel Core i5-2405S,https://pcpartpicker.com/product/DVvRsY/intel-cpu-bx80623i52405s,https://images-na.ssl-images-amazon.com/images/I/51W4ZortllL.jpg,4,2.5 GHz,,Sandy Bridge,65 W,Intel HD Graphics 3000,
Intel Pentium G630,https://pcpartpicker.com/product/sF2kcf/intel-cpu-bx80623g630,https://m.media-amazon.com/images/I/51-Umx5Ws6L.jpg,2,2.7 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
Intel Core i3-3225,https://pcpartpicker.com/product/XDYXsY/intel-cpu-bx80637i33225,https://m.media-amazon.com/images/I/51+aFFZMPnL.jpg,2,3.3 GHz,,Ivy Bridge,55 W,Intel HD Graphics 4000,
Intel Xeon E3-1220 V2,https://pcpartpicker.com/product/6gGkcf/intel-cpu-bx80637e31220v2,https://m.media-amazon.com/images/I/51CiV9l89cL.jpg,4,3.1 GHz,,Ivy Bridge,69 W,None,
Intel Xeon E3-1245 V3,https://pcpartpicker.com/product/XGyFf7/intel-cpu-bx80646e31245v3,https://images-na.ssl-images-amazon.com/images/I/41pzSN2dZ0L.jpg,4,3.4 GHz,3.8 GHz,Haswell,84 W,Intel HD Graphics P4600,
AMD A4-6300,https://pcpartpicker.com/product/qT6BD3/amd-cpu-ad6300okhlbox,https://m.media-amazon.com/images/I/51PnMgdZ6FL.jpg,2,3.7 GHz,3.9 GHz,Piledriver,65 W,Radeon HD 8370D,
Intel Celeron G1820,https://pcpartpicker.com/product/W67wrH/intel-cpu-bx80646g1820,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,2,2.7 GHz,,Haswell,53 W,Intel HD Graphics,
AMD FX-9590,https://pcpartpicker.com/product/bD6BD3/amd-cpu-fd9590fhw8khk,https://cdna.pcpartpicker.com/static/forever/images/product/518a4d4def780ff1ea47f916236ffd4c.med.256p.jpg,8,4.7 GHz,5 GHz,Piledriver,220 W,None,
Intel Xeon E5-2660 V2,https://pcpartpicker.com/product/T86BD3/intel-cpu-bx80635e52660v2,https://m.media-amazon.com/images/I/51RRp6gKSyL.jpg,10,2.2 GHz,3 GHz,Ivy Bridge,95 W,None,
Intel Xeon E5-2687W V2,https://pcpartpicker.com/product/2Hdqqs/intel-cpu-bx80635e52687v2,https://cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,8,3.4 GHz,4 GHz,Ivy Bridge,150 W,None,
Intel Core i3-4360,https://pcpartpicker.com/product/tFFPxr/intel-cpu-bx80646i34360,https://m.media-amazon.com/images/I/51ITecLpEfL.jpg,2,3.7 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4600,
Intel Xeon E5-1620,https://pcpartpicker.com/product/JqK7YJ/intel-cpu-cm8062101038606,/static/forever/img/no-image.png,4,3.6 GHz,3.8 GHz,Sandy Bridge,130 W,None,
AMD FX-8370E,https://pcpartpicker.com/product/8j4NnQ/amd-cpu-fd837ewmhkbox,https://m.media-amazon.com/images/I/51PnhaGBAUL.jpg,8,3.3 GHz,4.3 GHz,Piledriver,95 W,None,
Intel Pentium G3250,https://pcpartpicker.com/product/KMPfrH/intel-cpu-bx80646g3250,https://m.media-amazon.com/images/I/51YwYKm8IiL.jpg,2,3.2 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
Intel Pentium G3460,https://pcpartpicker.com/product/9vLypg/intel-cpu-bx80646g3460,https://m.media-amazon.com/images/I/41l53KfgyXL.jpg,2,3.5 GHz,,Haswell Refresh,53 W,Intel HD Graphics,125.00
Intel Xeon E3-1220 V5,https://pcpartpicker.com/product/C3Z2FT/intel-cpu-cm8066201921804,https://cdna.pcpartpicker.com/static/forever/images/product/fa758db172c0ba420d298c86656ed6f7.256p.jpg,4,3 GHz,3.5 GHz,Skylake,80 W,None,
Intel Xeon E5-2609 V4,https://pcpartpicker.com/product/pfvZxr/intel-cpu-bx80660e52609v4,https://cdna.pcpartpicker.com/static/forever/images/product/644fdf832bb1cdf8d7d313e357abda26.256p.jpg,8,1.7 GHz,,Broadwell,85 W,None,266.00
Intel Celeron G3930T,https://pcpartpicker.com/product/J2fmP6/intel-celeron-g3930t-27ghz-dual-core-oemtray-processor-cm8067703016211,https://cdna.pcpartpicker.com/static/forever/images/product/ad787aceaab3adb2ec81d6af338de9ae.256p.jpg,2,2.7 GHz,,Kaby Lake,35 W,Intel HD Graphics 610,
Intel Xeon E3-1270 V6,https://pcpartpicker.com/product/KLtWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-oemtray-processor-cm8067702870648,https://m.media-amazon.com/images/I/514qJRME6AL.jpg,4,3.8 GHz,4.2 GHz,Kaby Lake,72 W,None,
AMD Ryzen 7 1800X,https://pcpartpicker.com/product/PFXnTW/amd-ryzen-7-1800x-36ghz-8-core-oemtray-processor-yd180xbcm88ae,/static/forever/img/no-image.png,8,3.6 GHz,4 GHz,Zen,95 W,None,
Intel Xeon E-2146G,https://pcpartpicker.com/product/32XnTW/intel-xeon-e-2146g-35-thz-6-core-processor-bx80684e2146g,https://cdna.pcpartpicker.com/static/forever/images/product/f4138acb3babe657e1fd405447ce8233.256p.jpg,6,3.5 GHz,4.5 GHz,Coffee Lake,80 W,Intel HD Graphics P630,
Intel Celeron G5920,https://pcpartpicker.com/product/R7gQzy/intel-celeron-g5920-35-ghz-dual-core-processor-bx80701g5920,https://cdna.pcpartpicker.com/static/forever/images/product/2d6ef3b24084f8f33ac723e29d3b1df4.256p.jpg,2,3.5 GHz,,Comet Lake,58 W,Intel UHD Graphics 610,
Intel Core i3-10325,https://pcpartpicker.com/product/pVcG3C/intel-core-i3-10325-39-ghz-quad-core-processor-bx8070110325,https://cdna.pcpartpicker.com/static/forever/images/product/13e22d5b7111a75185affdbee13d6646.256p.jpg,4,3.9 GHz,4.7 GHz,Comet Lake,65 W,Intel UHD Graphics 630,
Intel Xeon E3-1230 V5,https://pcpartpicker.com/product/w4dFf7/intel-cpu-bx80662e31230v5,https://cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,4,3.4 GHz,3.8 GHz,Skylake,80 W,None,
Intel Celeron E3300,https://pcpartpicker.com/product/MhXfrH/intel-cpu-bx80571e3300,/static/forever/img/no-image.png,2,2.5 GHz,,Wolfdale,65 W,None,61.94
Intel Xeon E5-2623 V3,https://pcpartpicker.com/product/39Trxr/intel-cpu-cm8064401832000,/static/forever/img/no-image.png,4,3 GHz,3.5 GHz,Haswell,105 W,None,229.95
AMD FX-8370,https://pcpartpicker.com/product/8mrcCJ/amd-cpu-fd8370frhkhbx,https://cdna.pcpartpicker.com/static/forever/images/product/e5012bd035aa8d3c4088bc8fd43e8e21.256p.jpg,8,4 GHz,4.3 GHz,Piledriver,125 W,None,
Intel Pentium E6600,https://pcpartpicker.com/product/z4TmP6/intel-cpu-bx80571e6600,https://m.media-amazon.com/images/I/41AAo01E-aL.jpg,2,3.06 GHz,,Wolfdale,65 W,None,
Intel Core i5-661,https://pcpartpicker.com/product/nxvRsY/intel-cpu-bx80616i5661,https://m.media-amazon.com/images/I/517sQuJjcKL.jpg,2,3.33 GHz,,Westmere,87 W,Intel HD Graphics,80.00
Intel Core 2 Quad Q9650,https://pcpartpicker.com/product/tvGkcf/intel-cpu-at80569pj080n,/static/forever/img/no-image.png,4,3 GHz,,Yorkfield,95 W,None,
AMD Athlon II X2 250,https://pcpartpicker.com/product/D3phP6/amd-cpu-adx250ocgmbox,https://m.media-amazon.com/images/I/51PNmLwGTuL.jpg,2,3 GHz,,K10,65 W,None,
AMD Athlon II X4 645,https://pcpartpicker.com/product/gjxfrH/amd-cpu-adx645wfgmbox,https://m.media-amazon.com/images/I/21Va-Osje0L.jpg,4,3.1 GHz,,K10,95 W,None,
Intel Pentium E5800,https://pcpartpicker.com/product/RjV48d/intel-cpu-bx80571e5800,https://images-fe.ssl-images-amazon.com/images/I/51PlsAVSFNL.jpg,2,3.2 GHz,,Wolfdale,65 W,None,
AMD A6-3500,https://pcpartpicker.com/product/v7Lypg/amd-cpu-ad3500ojgxbox,https://m.media-amazon.com/images/I/51p98NW2MIL.jpg,3,2.1 GHz,,Lynx,65 W,Radeon HD 6530D,
Intel Core i3-3220T,https://pcpartpicker.com/product/yYsKHx/intel-cpu-bx80637i33220t,https://images-eu.ssl-images-amazon.com/images/I/51%2BaFFZMPnL.jpg,2,2.8 GHz,,Ivy Bridge,35 W,Intel HD Graphics 2500,
AMD A10-5700,https://pcpartpicker.com/product/DrK7YJ/amd-cpu-ad5700okhjbox,/static/forever/img/no-image.png,4,3.4 GHz,,Piledriver,65 W,Radeon HD 7660D,
Intel Xeon E3-1225,https://pcpartpicker.com/product/mhbp99/intel-cpu-bx80623e31225,https://m.media-amazon.com/images/I/51eSg6HFd+L.jpg,4,3.1 GHz,,Sandy Bridge,95 W,Intel HD Graphics,
Intel Xeon E3-1225 V2,https://pcpartpicker.com/product/rsDwrH/intel-cpu-bx80637e31225v2,https://m.media-amazon.com/images/I/515Ui4-oD2L.jpg,4,3.2 GHz,,Ivy Bridge,77 W,Intel HD Graphics P4000,215.00
AMD Athlon X2 370K,https://pcpartpicker.com/product/kx7wrH/amd-cpu-ad370kokhlbox,https://m.media-amazon.com/images/I/41luWiOR2lL.jpg,2,4.2 GHz,,Piledriver,65 W,None,
Intel Pentium G3420,https://pcpartpicker.com/product/9Hdqqs/intel-cpu-bx80646g3420,https://m.media-amazon.com/images/I/518NGYVpObL.jpg,2,3.2 GHz,,Haswell,54 W,Intel HD Graphics,
Intel Xeon E3-1275 V3,https://pcpartpicker.com/product/HDtCmG/intel-cpu-bx80646e31275v3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,4,3.5 GHz,3.9 GHz,Haswell,84 W,Intel HD Graphics P4600,
Intel Xeon E3-1245 V5,https://pcpartpicker.com/product/BVcMnQ/intel-cpu-bx80662e31245v5,https://cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,4,3.5 GHz,3.9 GHz,Skylake,80 W,Intel HD Graphics P530,
AMD Athlon 5370,https://pcpartpicker.com/product/ywcMnQ/amd-cpu-ad5370jahmbox,https://m.media-amazon.com/images/I/41pJsNCmCCL.jpg,4,2.2 GHz,,Jaguar,25 W,Radeon R3 (on die),
Intel Pentium G4560,https://pcpartpicker.com/product/mTVBD3/intel-pentium-g4560-35ghz-dual-core-oemtray-processor-cm8067702867064,https://m.media-amazon.com/images/I/51ycqO0kOvL.jpg,2,3.5 GHz,,Kaby Lake,54 W,Intel HD Graphics 610,
Intel Core i3-8300T,https://pcpartpicker.com/product/Rhm323/intel-core-i3-8300t-32ghz-quad-core-oemtray-processor-cm8068403377212,https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,4,3.2 GHz,,Coffee Lake,35 W,Intel UHD Graphics 630,
Intel Pentium Gold G5600,https://pcpartpicker.com/product/vsndnQ/intel-pentium-gold-g5600-39ghz-dual-core-processor-bx80684g5600,https://cdna.pcpartpicker.com/static/forever/images/product/72d64a0b25612d0bcd8bdaf3add84069.256p.jpg,2,3.9 GHz,,Coffee Lake,54 W,Intel UHD Graphics 630,
Intel Core i5-3330S,https://pcpartpicker.com/product/QP7v6h/intel-core-i5-3330s-27ghz-quad-core-oemtray-processor-cm8063701159804,/static/forever/img/no-image.png,4,2.7 GHz,3.2 GHz,Ivy Bridge,65 W,Intel HD Graphics 2500,149.94
Intel Core i9-9920X,https://pcpartpicker.com/product/4WRzK8/intel-core-i9-9920x-35-ghz-12-core-processor-bx80673i99920x,https://cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,12,3.5 GHz,4.4 GHz,Skylake,165 W,None,
Intel Xeon E-2136,https://pcpartpicker.com/product/CQprxr/intel-xeon-e-2136-33-ghz-6-core-processor-bx80684e2136,https://cdna.pcpartpicker.com/static/forever/images/product/172c36aefd199e89ea6183f5ea26c026.256p.jpg,6,3.3 GHz,4.5 GHz,Coffee Lake,80 W,None,
Intel Core i3-3240T,https://pcpartpicker.com/product/Gc6NnQ/intel-core-i3-3240t-29-ghz-dual-core-oemtray-processor-cm8063701194400,/static/forever/img/no-image.png,2,2.9 GHz,,Ivy Bridge,35 W,Intel HD Graphics 2500,
Intel Xeon E3-1226 V3,https://pcpartpicker.com/product/8gDwrH/intel-cpu-bx80646e31226v3,https://m.media-amazon.com/images/I/51ok-g0Bj9L.jpg,4,3.3 GHz,3.7 GHz,Haswell Refresh,84 W,Intel HD Graphics P4600,
Intel Xeon E5-2640 V3,https://pcpartpicker.com/product/b2FXsY/intel-cpu-bx80644e52640v3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,8,2.6 GHz,3.4 GHz,Haswell,90 W,None,
AMD Phenom II X2 555 Black,https://pcpartpicker.com/product/x3JwrH/amd-cpu-hdz555wfgmbox,/static/forever/img/no-image.png,2,3.2 GHz,,K10,80 W,None,
Intel Celeron E1200,https://pcpartpicker.com/product/9MH323/intel-cpu-bx80557e1200,https://m.media-amazon.com/images/I/21qXcQpcpDL.jpg,2,1.6 GHz,,Core,65 W,None,
Intel Core 2 Duo E7600,https://pcpartpicker.com/product/PCQypg/intel-cpu-at80571ph0833ml,/static/forever/img/no-image.png,2,3.06 GHz,,Wolfdale,65 W,None,98.95
